year,level_1,level_2,level_3,level_4,value
2003,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Administrative & Support Services,na
2003,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Public Administration & Education Services,216.4
2003,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Health & Social Services,55.8
2003,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",77.7
2003,"Legislators, Senior Officials & Managers",Services,Business Services,Real Estate Services,na
2003,"Legislators, Senior Officials & Managers",Services,Business Services,Professional Services,na
2003,"Legislators, Senior Officials & Managers",Services,Business Services,Administrative & Support Services,na
2003,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Public Administration & Education Services,6.6
2003,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Health & Social Services,2.2
2003,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",9.8
2003,Managers & Administrators,Services,Business Services,Real Estate Services,na
2003,Managers & Administrators,Services,Business Services,Professional Services,na
2003,Managers & Administrators,Services,Business Services,Administrative & Support Services,na
2003,Managers & Administrators,Services,"Community, Social & Personal Services",Public Administration & Education Services,5.7
2003,Managers & Administrators,Services,"Community, Social & Personal Services",Health & Social Services,1.8
2003,Managers & Administrators,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Managers & Administrators,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",5.1
2003,Working Proprietors,Services,Business Services,Real Estate Services,na
2003,Working Proprietors,Services,Business Services,Professional Services,na
2003,Working Proprietors,Services,Business Services,Administrative & Support Services,na
2003,Working Proprietors,Services,"Community, Social & Personal Services",Public Administration & Education Services,0.9
2003,Working Proprietors,Services,"Community, Social & Personal Services",Health & Social Services,0.4
2003,Working Proprietors,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Working Proprietors,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",4.7
2003,Professionals,Services,Business Services,Real Estate Services,na
2003,Professionals,Services,Business Services,Professional Services,na
2003,Professionals,Services,Business Services,Administrative & Support Services,na
2003,Professionals,Services,"Community, Social & Personal Services",Public Administration & Education Services,52.1
2003,Professionals,Services,"Community, Social & Personal Services",Health & Social Services,9.3
2003,Professionals,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Professionals,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",6.9
2003,Associate Professionals & Technicians,Services,Business Services,Real Estate Services,na
2003,Associate Professionals & Technicians,Services,Business Services,Professional Services,na
2003,Associate Professionals & Technicians,Services,Business Services,Administrative & Support Services,na
2003,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Public Administration & Education Services,49
2003,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Health & Social Services,24.4
2003,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",10.9
2003,Clerical Support Workers,Services,Business Services,Real Estate Services,na
2003,Clerical Support Workers,Services,Business Services,Professional Services,na
2003,Clerical Support Workers,Services,Business Services,Administrative & Support Services,na
2003,Clerical Support Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,20
2003,Clerical Support Workers,Services,"Community, Social & Personal Services",Health & Social Services,12.2
2003,Clerical Support Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Clerical Support Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",11.2
2003,Service & Sales Workers,Services,Business Services,Real Estate Services,na
2003,Service & Sales Workers,Services,Business Services,Professional Services,na
2003,Service & Sales Workers,Services,Business Services,Administrative & Support Services,na
2003,Service & Sales Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,12.1
2003,Service & Sales Workers,Services,"Community, Social & Personal Services",Health & Social Services,2.6
2003,Service & Sales Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Service & Sales Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",16.4
2003,Craftsmen & Related Trades Workers,Services,Business Services,Real Estate Services,na
2003,Craftsmen & Related Trades Workers,Services,Business Services,Professional Services,na
2003,Craftsmen & Related Trades Workers,Services,Business Services,Administrative & Support Services,na
2003,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,0.6
2003,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Health & Social Services,0.4
2003,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",10.4
2003,Plant & Machine Operators & Assemblers,Services,Business Services,Real Estate Services,na
2003,Plant & Machine Operators & Assemblers,Services,Business Services,Professional Services,na
2003,Plant & Machine Operators & Assemblers,Services,Business Services,Administrative & Support Services,na
2003,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Public Administration & Education Services,2
2003,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Health & Social Services,0.6
2003,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.1
2003,"Cleaners, Labourers & Related Workers",Services,Business Services,Real Estate Services,na
2003,"Cleaners, Labourers & Related Workers",Services,Business Services,Professional Services,na
2003,"Cleaners, Labourers & Related Workers",Services,Business Services,Administrative & Support Services,na
2003,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services",Public Administration & Education Services,5.6
2003,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services",Health & Social Services,4
2003,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",8.9
2003,Other Occupation Groups Nes,Services,Business Services,Real Estate Services,na
2003,Other Occupation Groups Nes,Services,Business Services,Professional Services,na
2003,Other Occupation Groups Nes,Services,Business Services,Administrative & Support Services,na
2003,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Public Administration & Education Services,68.3
2003,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Health & Social Services,0.1
2003,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",0.3
2004,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Real Estate Services,na
2004,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Professional Services,na
2004,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Administrative & Support Services,na
2004,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Public Administration & Education Services,212.2
2004,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Health & Social Services,61.9
2004,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",78.8
2004,"Legislators, Senior Officials & Managers",Services,Business Services,Real Estate Services,na
2004,"Legislators, Senior Officials & Managers",Services,Business Services,Professional Services,na
2004,"Legislators, Senior Officials & Managers",Services,Business Services,Administrative & Support Services,na
2004,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Public Administration & Education Services,5.1
2004,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Health & Social Services,2.6
2004,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",8.7
2004,Managers & Administrators,Services,Business Services,Real Estate Services,na
2004,Managers & Administrators,Services,Business Services,Professional Services,na
2004,Managers & Administrators,Services,Business Services,Administrative & Support Services,na
2004,Managers & Administrators,Services,"Community, Social & Personal Services",Public Administration & Education Services,4.5
2004,Managers & Administrators,Services,"Community, Social & Personal Services",Health & Social Services,2.1
2004,Managers & Administrators,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Managers & Administrators,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",4.2
2004,Working Proprietors,Services,Business Services,Real Estate Services,na
2004,Working Proprietors,Services,Business Services,Professional Services,na
2004,Working Proprietors,Services,Business Services,Administrative & Support Services,na
2004,Working Proprietors,Services,"Community, Social & Personal Services",Public Administration & Education Services,0.6
2004,Working Proprietors,Services,"Community, Social & Personal Services",Health & Social Services,0.5
2004,Working Proprietors,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Working Proprietors,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",4.5
2004,Professionals,Services,Business Services,Real Estate Services,na
2004,Professionals,Services,Business Services,Professional Services,na
2004,Professionals,Services,Business Services,Administrative & Support Services,na
2004,Professionals,Services,"Community, Social & Personal Services",Public Administration & Education Services,49.1
2004,Professionals,Services,"Community, Social & Personal Services",Health & Social Services,10.1
2004,Professionals,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Professionals,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",6.6
2004,Associate Professionals & Technicians,Services,Business Services,Real Estate Services,na
2004,Associate Professionals & Technicians,Services,Business Services,Professional Services,na
2004,Associate Professionals & Technicians,Services,Business Services,Administrative & Support Services,na
2004,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Public Administration & Education Services,50.1
2004,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Health & Social Services,28.2
2004,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",11.2
2004,Clerical Support Workers,Services,Business Services,Real Estate Services,na
2004,Clerical Support Workers,Services,Business Services,Professional Services,na
2004,Clerical Support Workers,Services,Business Services,Administrative & Support Services,na
2004,Clerical Support Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,19.7
2004,Clerical Support Workers,Services,"Community, Social & Personal Services",Health & Social Services,12.4
2004,Clerical Support Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Clerical Support Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",12.2
2004,Service & Sales Workers,Services,Business Services,Real Estate Services,na
2004,Service & Sales Workers,Services,Business Services,Professional Services,na
2004,Service & Sales Workers,Services,Business Services,Administrative & Support Services,na
2004,Service & Sales Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,11.2
2004,Service & Sales Workers,Services,"Community, Social & Personal Services",Health & Social Services,3.1
2004,Service & Sales Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Service & Sales Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",18.4
2004,Craftsmen & Related Trades Workers,Services,Business Services,Real Estate Services,na
2004,Craftsmen & Related Trades Workers,Services,Business Services,Professional Services,na
2004,Craftsmen & Related Trades Workers,Services,Business Services,Administrative & Support Services,na
2004,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,0.5
2004,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Health & Social Services,0.2
2004,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",9.6
2004,Plant & Machine Operators & Assemblers,Services,Business Services,Real Estate Services,na
2004,Plant & Machine Operators & Assemblers,Services,Business Services,Professional Services,na
2004,Plant & Machine Operators & Assemblers,Services,Business Services,Administrative & Support Services,na
2004,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Public Administration & Education Services,1.9
2004,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Health & Social Services,0.8
2004,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.2
2004,"Cleaners, Labourers & Related Workers",Services,Business Services,Real Estate Services,na
2004,"Cleaners, Labourers & Related Workers",Services,Business Services,Professional Services,na
2004,"Cleaners, Labourers & Related Workers",Services,Business Services,Administrative & Support Services,na
2004,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services",Public Administration & Education Services,4.7
2004,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services",Health & Social Services,4.5
2004,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",8.7
2004,Other Occupation Groups Nes,Services,Business Services,Real Estate Services,na
2004,Other Occupation Groups Nes,Services,Business Services,Professional Services,na
2004,Other Occupation Groups Nes,Services,Business Services,Administrative & Support Services,na
2004,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Public Administration & Education Services,69.9
2004,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Health & Social Services,0
2004,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",0.2
2005,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Real Estate Services,42.5
2005,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Professional Services,95.4
2005,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Administrative & Support Services,69.2
2005,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Public Administration & Education Services,196
2005,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Health & Social Services,60.1
2005,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2005,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2005,"Legislators, Senior Officials & Managers",Services,Business Services,Real Estate Services,5.9
2005,"Legislators, Senior Officials & Managers",Services,Business Services,Professional Services,16
2005,"Legislators, Senior Officials & Managers",Services,Business Services,Administrative & Support Services,7.6
2005,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Public Administration & Education Services,6.8
2005,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Health & Social Services,3
2005,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2005,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2005,Managers & Administrators,Services,Business Services,Real Estate Services,na
2005,Managers & Administrators,Services,Business Services,Professional Services,na
2005,Managers & Administrators,Services,Business Services,Administrative & Support Services,na
2005,Managers & Administrators,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
2005,Managers & Administrators,Services,"Community, Social & Personal Services",Health & Social Services,na
2005,Managers & Administrators,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2005,Managers & Administrators,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2005,Working Proprietors,Services,Business Services,Real Estate Services,na
2005,Working Proprietors,Services,Business Services,Professional Services,na
2005,Working Proprietors,Services,Business Services,Administrative & Support Services,na
2005,Working Proprietors,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
2005,Working Proprietors,Services,"Community, Social & Personal Services",Health & Social Services,na
2005,Working Proprietors,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2005,Working Proprietors,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2005,Professionals,Services,Business Services,Real Estate Services,2.2
2005,Professionals,Services,Business Services,Professional Services,27.3
2005,Professionals,Services,Business Services,Administrative & Support Services,2.1
2005,Professionals,Services,"Community, Social & Personal Services",Public Administration & Education Services,51.2
2005,Professionals,Services,"Community, Social & Personal Services",Health & Social Services,9.9
2005,Professionals,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2005,Professionals,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2005,Associate Professionals & Technicians,Services,Business Services,Real Estate Services,16.8
2005,Associate Professionals & Technicians,Services,Business Services,Professional Services,27.7
2005,Associate Professionals & Technicians,Services,Business Services,Administrative & Support Services,6.8
2005,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Public Administration & Education Services,40.1
2005,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Health & Social Services,26.5
2005,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2005,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2005,Clerical Support Workers,Services,Business Services,Real Estate Services,6.6
2005,Clerical Support Workers,Services,Business Services,Professional Services,16.2
2005,Clerical Support Workers,Services,Business Services,Administrative & Support Services,9.4
2005,Clerical Support Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,18
2005,Clerical Support Workers,Services,"Community, Social & Personal Services",Health & Social Services,12.1
2005,Clerical Support Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2005,Clerical Support Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2005,Service & Sales Workers,Services,Business Services,Real Estate Services,2.6
2005,Service & Sales Workers,Services,Business Services,Professional Services,1.5
2005,Service & Sales Workers,Services,Business Services,Administrative & Support Services,20.9
2005,Service & Sales Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,18.3
2005,Service & Sales Workers,Services,"Community, Social & Personal Services",Health & Social Services,3.4
2005,Service & Sales Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2005,Service & Sales Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2005,Craftsmen & Related Trades Workers,Services,Business Services,Real Estate Services,3.1
2005,Craftsmen & Related Trades Workers,Services,Business Services,Professional Services,2.9
2005,Craftsmen & Related Trades Workers,Services,Business Services,Administrative & Support Services,0.9
2005,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,1.1
2005,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Health & Social Services,0.4
2005,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2005,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2005,Plant & Machine Operators & Assemblers,Services,Business Services,Real Estate Services,0.9
2005,Plant & Machine Operators & Assemblers,Services,Business Services,Professional Services,2.5
2005,Plant & Machine Operators & Assemblers,Services,Business Services,Administrative & Support Services,2.6
2005,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Public Administration & Education Services,2
2005,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Health & Social Services,0.7
2005,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2005,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2005,"Cleaners, Labourers & Related Workers",Services,Business Services,Real Estate Services,4.3
2005,"Cleaners, Labourers & Related Workers",Services,Business Services,Professional Services,1.3
2005,"Cleaners, Labourers & Related Workers",Services,Business Services,Administrative & Support Services,18.9
2005,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services",Public Administration & Education Services,5.6
2005,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services",Health & Social Services,4.2
2005,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2005,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2005,Other Occupation Groups Nes,Services,Business Services,Real Estate Services,0
2005,Other Occupation Groups Nes,Services,Business Services,Professional Services,0
2005,Other Occupation Groups Nes,Services,Business Services,Administrative & Support Services,0
2005,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Public Administration & Education Services,53
2005,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Health & Social Services,0
2005,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2005,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2006,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Real Estate Services,39.9
2006,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Professional Services,99
2006,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Administrative & Support Services,78.4
2006,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Public Administration & Education Services,223.3
2006,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Health & Social Services,70.8
2006,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2006,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2006,"Legislators, Senior Officials & Managers",Services,Business Services,Real Estate Services,5.8
2006,"Legislators, Senior Officials & Managers",Services,Business Services,Professional Services,19.2
2006,"Legislators, Senior Officials & Managers",Services,Business Services,Administrative & Support Services,8.2
2006,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Public Administration & Education Services,8.6
2006,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Health & Social Services,3.5
2006,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2006,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2006,Managers & Administrators,Services,Business Services,Real Estate Services,4.8
2006,Managers & Administrators,Services,Business Services,Professional Services,14.3
2006,Managers & Administrators,Services,Business Services,Administrative & Support Services,5.6
2006,Managers & Administrators,Services,"Community, Social & Personal Services",Public Administration & Education Services,7.1
2006,Managers & Administrators,Services,"Community, Social & Personal Services",Health & Social Services,3
2006,Managers & Administrators,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2006,Managers & Administrators,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2006,Working Proprietors,Services,Business Services,Real Estate Services,1
2006,Working Proprietors,Services,Business Services,Professional Services,4.9
2006,Working Proprietors,Services,Business Services,Administrative & Support Services,2.6
2006,Working Proprietors,Services,"Community, Social & Personal Services",Public Administration & Education Services,1.5
2006,Working Proprietors,Services,"Community, Social & Personal Services",Health & Social Services,0.5
2006,Working Proprietors,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2006,Working Proprietors,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2006,Professionals,Services,Business Services,Real Estate Services,2.4
2006,Professionals,Services,Business Services,Professional Services,34.4
2006,Professionals,Services,Business Services,Administrative & Support Services,2.4
2006,Professionals,Services,"Community, Social & Personal Services",Public Administration & Education Services,56.7
2006,Professionals,Services,"Community, Social & Personal Services",Health & Social Services,12.2
2006,Professionals,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2006,Professionals,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2006,Associate Professionals & Technicians,Services,Business Services,Real Estate Services,16.8
2006,Associate Professionals & Technicians,Services,Business Services,Professional Services,23.8
2006,Associate Professionals & Technicians,Services,Business Services,Administrative & Support Services,6
2006,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Public Administration & Education Services,53.3
2006,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Health & Social Services,30.6
2006,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2006,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2006,Clerical Support Workers,Services,Business Services,Real Estate Services,7.6
2006,Clerical Support Workers,Services,Business Services,Professional Services,17.3
2006,Clerical Support Workers,Services,Business Services,Administrative & Support Services,10.6
2006,Clerical Support Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,19.2
2006,Clerical Support Workers,Services,"Community, Social & Personal Services",Health & Social Services,14.7
2006,Clerical Support Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2006,Clerical Support Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2006,Service & Sales Workers,Services,Business Services,Real Estate Services,1.1
2006,Service & Sales Workers,Services,Business Services,Professional Services,0.8
2006,Service & Sales Workers,Services,Business Services,Administrative & Support Services,20.9
2006,Service & Sales Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,12.4
2006,Service & Sales Workers,Services,"Community, Social & Personal Services",Health & Social Services,3.5
2006,Service & Sales Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2006,Service & Sales Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2006,Craftsmen & Related Trades Workers,Services,Business Services,Real Estate Services,1.6
2006,Craftsmen & Related Trades Workers,Services,Business Services,Professional Services,1.3
2006,Craftsmen & Related Trades Workers,Services,Business Services,Administrative & Support Services,0.8
2006,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,0.5
2006,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Health & Social Services,0.4
2006,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2006,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2006,Plant & Machine Operators & Assemblers,Services,Business Services,Real Estate Services,0.5
2006,Plant & Machine Operators & Assemblers,Services,Business Services,Professional Services,1.2
2006,Plant & Machine Operators & Assemblers,Services,Business Services,Administrative & Support Services,1.9
2006,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Public Administration & Education Services,1.5
2006,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Health & Social Services,0.5
2006,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2006,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2006,"Cleaners, Labourers & Related Workers",Services,Business Services,Real Estate Services,4
2006,"Cleaners, Labourers & Related Workers",Services,Business Services,Professional Services,1.2
2006,"Cleaners, Labourers & Related Workers",Services,Business Services,Administrative & Support Services,27.6
2006,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services",Public Administration & Education Services,5.8
2006,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services",Health & Social Services,5.3
2006,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2006,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2006,Other Occupation Groups Nes,Services,Business Services,Real Estate Services,0
2006,Other Occupation Groups Nes,Services,Business Services,Professional Services,0
2006,Other Occupation Groups Nes,Services,Business Services,Administrative & Support Services,0
2006,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Public Administration & Education Services,65.5
2006,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Health & Social Services,0
2006,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
