year,level_1,level_2,level_3,level_4,value
2001,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2001,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",2.2
2001,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Real Estate Services,na
2001,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Professional Services,na
2001,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Administrative & Support Services,na
2001,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Public Administration & Education,0.8
2001,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Health & Social Services,0.7
2001,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2001,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",1.9
2002,All Industries (Employed Male Residents),Services,Business Services,Real Estate Services,na
2002,All Industries (Employed Male Residents),Services,Business Services,Professional Services,na
2002,All Industries (Employed Male Residents),Services,Business Services,Administrative & Support Services,na
2002,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services",Public Administration & Education,119.4
2002,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services",Health & Social Services,12.9
2002,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2002,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",45.4
2002,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Real Estate Services,na
2002,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Professional Services,na
2002,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Administrative & Support Services,na
2002,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Public Administration & Education,8.7
2002,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Health & Social Services,0
2002,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2002,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",0.4
2002,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Real Estate Services,na
2002,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Professional Services,na
2002,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Administrative & Support Services,na
2002,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Public Administration & Education,43.5
2002,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Health & Social Services,0.3
2002,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2002,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",1.7
2002,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Real Estate Services,na
2002,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Professional Services,na
2002,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Administrative & Support Services,na
2002,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Public Administration & Education,16.1
2002,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.4
2002,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2002,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",4.4
2002,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Real Estate Services,na
2002,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Professional Services,na
2002,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Administrative & Support Services,na
2002,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Public Administration & Education,12
2002,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Health & Social Services,2
2002,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2002,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",5.2
2002,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Real Estate Services,na
2002,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Professional Services,na
2002,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Administrative & Support Services,na
2002,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Public Administration & Education,9.4
2002,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Health & Social Services,2
2002,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2002,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",6.5
2002,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Real Estate Services,na
2002,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Professional Services,na
2002,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Administrative & Support Services,na
2002,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Public Administration & Education,9.4
2002,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.9
2002,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2002,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",6.4
2002,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Real Estate Services,na
2002,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Professional Services,na
2002,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Administrative & Support Services,na
2002,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Public Administration & Education,7.2
2002,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.6
2002,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2002,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",7.6
2002,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Real Estate Services,na
2002,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Professional Services,na
2002,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Administrative & Support Services,na
2002,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Public Administration & Education,6.4
2002,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.3
2002,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2002,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",5.5
2002,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Real Estate Services,na
2002,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Professional Services,na
2002,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Administrative & Support Services,na
2002,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Public Administration & Education,4.6
2002,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.1
2002,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2002,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.5
2002,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Real Estate Services,na
2002,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Professional Services,na
2002,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Administrative & Support Services,na
2002,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Public Administration & Education,1.7
2002,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Health & Social Services,0.8
2002,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2002,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",2.2
2002,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Real Estate Services,na
2002,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Professional Services,na
2002,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Administrative & Support Services,na
2002,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Public Administration & Education,0.6
2002,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Health & Social Services,0.4
2002,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2002,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",2
2003,All Industries (Employed Male Residents),Services,Business Services,Real Estate Services,na
2003,All Industries (Employed Male Residents),Services,Business Services,Professional Services,na
2003,All Industries (Employed Male Residents),Services,Business Services,Administrative & Support Services,na
2003,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services",Public Administration & Education,130.1
2003,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services",Health & Social Services,13.6
2003,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",41.6
2003,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Real Estate Services,na
2003,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Professional Services,na
2003,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Administrative & Support Services,na
2003,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Public Administration & Education,9.6
2003,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Health & Social Services,0.2
2003,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",0.3
2003,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Real Estate Services,na
2003,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Professional Services,na
2003,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Administrative & Support Services,na
2003,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Public Administration & Education,45.8
2003,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Health & Social Services,0.3
2003,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",1.3
2003,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Real Estate Services,na
2003,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Professional Services,na
2003,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Administrative & Support Services,na
2003,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Public Administration & Education,20.3
2003,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.7
2003,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.4
2003,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Real Estate Services,na
2003,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Professional Services,na
2003,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Administrative & Support Services,na
2003,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Public Administration & Education,11.9
2003,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.1
2003,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",4.4
2003,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Real Estate Services,na
2003,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Professional Services,na
2003,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Administrative & Support Services,na
2003,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Public Administration & Education,11.3
2003,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.1
2003,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",5.1
2003,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Real Estate Services,na
2003,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Professional Services,na
2003,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Administrative & Support Services,na
2003,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Public Administration & Education,10.2
2003,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Health & Social Services,2
2003,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",7.6
2003,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Real Estate Services,na
2003,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Professional Services,na
2003,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Administrative & Support Services,na
2003,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Public Administration & Education,8.6
2003,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.7
2003,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",7.4
2003,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Real Estate Services,na
2003,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Professional Services,na
2003,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Administrative & Support Services,na
2003,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Public Administration & Education,5.3
2003,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.3
2003,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",5.5
2003,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Real Estate Services,na
2003,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Professional Services,na
2003,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Administrative & Support Services,na
2003,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Public Administration & Education,4.5
2003,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.2
2003,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.3
2003,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Real Estate Services,na
2003,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Professional Services,na
2003,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Administrative & Support Services,na
2003,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Public Administration & Education,1.6
2003,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Health & Social Services,0.5
2003,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",1.8
2003,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Real Estate Services,na
2003,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Professional Services,na
2003,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Administrative & Support Services,na
2003,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Public Administration & Education,0.9
2003,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Health & Social Services,0.8
2003,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",1.6
2004,All Industries (Employed Male Residents),Services,Business Services,Real Estate Services,na
2004,All Industries (Employed Male Residents),Services,Business Services,Professional Services,na
2004,All Industries (Employed Male Residents),Services,Business Services,Administrative & Support Services,na
2004,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services",Public Administration & Education,129.4
2004,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services",Health & Social Services,14.1
2004,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",40.7
2004,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Real Estate Services,na
2004,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Professional Services,na
2004,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Administrative & Support Services,na
2004,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Public Administration & Education,9.4
2004,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Health & Social Services,0
2004,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",0.3
2004,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Real Estate Services,na
2004,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Professional Services,na
2004,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Administrative & Support Services,na
2004,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Public Administration & Education,44.9
2004,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Health & Social Services,0.5
2004,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",1.7
2004,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Real Estate Services,na
2004,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Professional Services,na
2004,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Administrative & Support Services,na
2004,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Public Administration & Education,21.3
2004,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.6
2004,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.3
2004,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Real Estate Services,na
2004,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Professional Services,na
2004,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Administrative & Support Services,na
2004,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Public Administration & Education,11.9
2004,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.2
2004,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",4.4
2004,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Real Estate Services,na
2004,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Professional Services,na
2004,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Administrative & Support Services,na
2004,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Public Administration & Education,10
2004,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.7
2004,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",4.8
2004,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Real Estate Services,na
2004,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Professional Services,na
2004,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Administrative & Support Services,na
2004,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Public Administration & Education,10.2
2004,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.3
2004,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",5.8
2004,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Real Estate Services,na
2004,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Professional Services,na
2004,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Administrative & Support Services,na
2004,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Public Administration & Education,8.2
2004,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.6
2004,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",7.6
2004,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Real Estate Services,na
2004,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Professional Services,na
2004,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Administrative & Support Services,na
2004,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Public Administration & Education,6.5
2004,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.7
2004,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",5.6
2004,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Real Estate Services,na
2004,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Professional Services,na
2004,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Administrative & Support Services,na
2004,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Public Administration & Education,4.7
2004,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.1
2004,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.4
2004,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Real Estate Services,na
2004,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Professional Services,na
2004,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Administrative & Support Services,na
2004,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Public Administration & Education,1.7
2004,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Health & Social Services,0.9
2004,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",1.9
2004,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Real Estate Services,na
2004,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Professional Services,na
2004,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Administrative & Support Services,na
2004,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Public Administration & Education,0.7
2004,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Health & Social Services,0.6
2004,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",1.9
2005,All Industries (Employed Male Residents),Services,Business Services,Real Estate Services,23.8
2005,All Industries (Employed Male Residents),Services,Business Services,Professional Services,49.9
2005,All Industries (Employed Male Residents),Services,Business Services,Administrative & Support Services,41
2005,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services",Public Administration & Education,113.4
2005,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services",Health & Social Services,13.7
2005,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2005,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2005,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Real Estate Services,0
2005,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Professional Services,0.1
2005,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Administrative & Support Services,0.2
2005,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Public Administration & Education,10.1
2005,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Health & Social Services,0
2005,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2005,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2005,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Real Estate Services,0.6
2005,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Professional Services,1.6
2005,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Administrative & Support Services,2.3
2005,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Public Administration & Education,32.6
2005,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Health & Social Services,0.3
2005,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2005,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2005,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Real Estate Services,2.3
2005,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Professional Services,7.1
2005,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Administrative & Support Services,3.1
2005,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Public Administration & Education,18.1
2005,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.2
