year,level_1,level_2,value
2012,Male Residents Outside The Labour Force,55 - 59 Years,15.7
2012,Male Residents Outside The Labour Force,60 - 64 Years,28
2012,Male Residents Outside The Labour Force,65 Years & Over,118.6
2013,Male Residents In The Labour Force,15 - 19 Years,18.3
2013,Male Residents In The Labour Force,20 - 24 Years,84.4
2013,Male Residents In The Labour Force,25 - 29 Years,102.4
2013,Male Residents In The Labour Force,30 - 34 Years,126.1
2013,Male Residents In The Labour Force,35 - 39 Years,138.2
2013,Male Residents In The Labour Force,40 - 44 Years,143.3
2013,Male Residents In The Labour Force,45 - 49 Years,149.6
2013,Male Residents In The Labour Force,50 - 54 Years,147.2
2013,Male Residents In The Labour Force,55 - 59 Years,121.6
2013,Male Residents In The Labour Force,60 - 64 Years,86.5
2013,Male Residents In The Labour Force,65 Years & Over,65.6
2013,Male Employed Residents,15 - 19 Years,17.5
2013,Male Employed Residents,20 - 24 Years,79
2013,Male Employed Residents,25 - 29 Years,96
2013,Male Employed Residents,30 - 34 Years,122.7
2013,Male Employed Residents,35 - 39 Years,134.7
2013,Male Employed Residents,40 - 44 Years,139.5
2013,Male Employed Residents,45 - 49 Years,145.7
2013,Male Employed Residents,50 - 54 Years,142.9
2013,Male Employed Residents,55 - 59 Years,118.4
2013,Male Employed Residents,60 - 64 Years,83
2013,Male Employed Residents,65 Years & Over,62.9
2013,Male Unemployed Residents,15 - 19 Years,0.8
2013,Male Unemployed Residents,20 - 24 Years,5.5
2013,Male Unemployed Residents,25 - 29 Years,6.3
2013,Male Unemployed Residents,30 - 34 Years,3.4
2013,Male Unemployed Residents,35 - 39 Years,3.4
2013,Male Unemployed Residents,40 - 44 Years,3.8
2013,Male Unemployed Residents,45 - 49 Years,3.9
2013,Male Unemployed Residents,50 - 54 Years,4.2
2013,Male Unemployed Residents,55 - 59 Years,3.3
2013,Male Unemployed Residents,60 - 64 Years,3.6
2013,Male Unemployed Residents,65 Years & Over,2.7
2013,Male Residents Outside The Labour Force,15 - 19 Years,120.5
2013,Male Residents Outside The Labour Force,20 - 24 Years,49.1
2013,Male Residents Outside The Labour Force,25 - 29 Years,12.6
2013,Male Residents Outside The Labour Force,30 - 34 Years,3.6
2013,Male Residents Outside The Labour Force,35 - 39 Years,3.5
2013,Male Residents Outside The Labour Force,40 - 44 Years,4.3
2013,Male Residents Outside The Labour Force,45 - 49 Years,6.1
2013,Male Residents Outside The Labour Force,50 - 54 Years,9.5
2013,Male Residents Outside The Labour Force,55 - 59 Years,17.2
2013,Male Residents Outside The Labour Force,60 - 64 Years,28.9
2013,Male Residents Outside The Labour Force,65 Years & Over,122.6
2014,Male Residents In The Labour Force,15 - 19 Years,19.4
2014,Male Residents In The Labour Force,20 - 24 Years,84.9
2014,Male Residents In The Labour Force,25 - 29 Years,109.1
2014,Male Residents In The Labour Force,30 - 34 Years,126.8
2014,Male Residents In The Labour Force,35 - 39 Years,135.6
2014,Male Residents In The Labour Force,40 - 44 Years,142.2
2014,Male Residents In The Labour Force,45 - 49 Years,139.4
2014,Male Residents In The Labour Force,50 - 54 Years,146
2014,Male Residents In The Labour Force,55 - 59 Years,128.3
2014,Male Residents In The Labour Force,60 - 64 Years,94.7
2014,Male Residents In The Labour Force,65 Years & Over,76.2
2014,Male Employed Residents,15 - 19 Years,18.5
2014,Male Employed Residents,20 - 24 Years,79.3
2014,Male Employed Residents,25 - 29 Years,101.8
2014,Male Employed Residents,30 - 34 Years,123.1
2014,Male Employed Residents,35 - 39 Years,132
2014,Male Employed Residents,40 - 44 Years,137.6
2014,Male Employed Residents,45 - 49 Years,136
2014,Male Employed Residents,50 - 54 Years,143
2014,Male Employed Residents,55 - 59 Years,124.3
2014,Male Employed Residents,60 - 64 Years,91.9
2014,Male Employed Residents,65 Years & Over,73.5
2014,Male Unemployed Residents,15 - 19 Years,0.9
2014,Male Unemployed Residents,20 - 24 Years,5.6
2014,Male Unemployed Residents,25 - 29 Years,7.3
2014,Male Unemployed Residents,30 - 34 Years,3.7
2014,Male Unemployed Residents,35 - 39 Years,3.6
2014,Male Unemployed Residents,40 - 44 Years,4.6
2014,Male Unemployed Residents,45 - 49 Years,3.4
2014,Male Unemployed Residents,50 - 54 Years,3
2014,Male Unemployed Residents,55 - 59 Years,4
2014,Male Unemployed Residents,60 - 64 Years,2.8
2014,Male Unemployed Residents,65 Years & Over,2.7
2014,Male Residents Outside The Labour Force,15 - 19 Years,111.1
2014,Male Residents Outside The Labour Force,20 - 24 Years,48.5
2014,Male Residents Outside The Labour Force,25 - 29 Years,13
2014,Male Residents Outside The Labour Force,30 - 34 Years,3.3
2014,Male Residents Outside The Labour Force,35 - 39 Years,3.8
2014,Male Residents Outside The Labour Force,40 - 44 Years,4.6
2014,Male Residents Outside The Labour Force,45 - 49 Years,5.2
2014,Male Residents Outside The Labour Force,50 - 54 Years,9.6
2014,Male Residents Outside The Labour Force,55 - 59 Years,18.3
2014,Male Residents Outside The Labour Force,60 - 64 Years,28.2
2014,Male Residents Outside The Labour Force,65 Years & Over,135.6
2015,Male Residents In The Labour Force,15 - 19 Years,24.1
2015,Male Residents In The Labour Force,20 - 24 Years,84.6
2015,Male Residents In The Labour Force,25 - 29 Years,108
2015,Male Residents In The Labour Force,30 - 34 Years,123.6
2015,Male Residents In The Labour Force,35 - 39 Years,136.8
2015,Male Residents In The Labour Force,40 - 44 Years,146.8
2015,Male Residents In The Labour Force,45 - 49 Years,141.6
2015,Male Residents In The Labour Force,50 - 54 Years,149.7
2015,Male Residents In The Labour Force,55 - 59 Years,130.9
2015,Male Residents In The Labour Force,60 - 64 Years,95.2
2015,Male Residents In The Labour Force,65 Years & Over,74.9
2015,Male Employed Residents,15 - 19 Years,22.9
2015,Male Employed Residents,20 - 24 Years,77.4
2015,Male Employed Residents,25 - 29 Years,101.8
2015,Male Employed Residents,30 - 34 Years,119.9
2015,Male Employed Residents,35 - 39 Years,133.9
2015,Male Employed Residents,40 - 44 Years,143.4
2015,Male Employed Residents,45 - 49 Years,137.3
2015,Male Employed Residents,50 - 54 Years,145.8
2015,Male Employed Residents,55 - 59 Years,126.5
2015,Male Employed Residents,60 - 64 Years,91.3
2015,Male Employed Residents,65 Years & Over,71.5
2015,Male Unemployed Residents,15 - 19 Years,1.2
2015,Male Unemployed Residents,20 - 24 Years,7.2
2015,Male Unemployed Residents,25 - 29 Years,6.2
2015,Male Unemployed Residents,30 - 34 Years,3.6
2015,Male Unemployed Residents,35 - 39 Years,2.9
2015,Male Unemployed Residents,40 - 44 Years,3.4
2015,Male Unemployed Residents,45 - 49 Years,4.2
2015,Male Unemployed Residents,50 - 54 Years,3.9
2015,Male Unemployed Residents,55 - 59 Years,4.4
2015,Male Unemployed Residents,60 - 64 Years,3.9
2015,Male Unemployed Residents,65 Years & Over,3.4
2015,Male Residents Outside The Labour Force,15 - 19 Years,107.7
2015,Male Residents Outside The Labour Force,20 - 24 Years,46.8
2015,Male Residents Outside The Labour Force,25 - 29 Years,10.8
2015,Male Residents Outside The Labour Force,30 - 34 Years,3.3
2015,Male Residents Outside The Labour Force,35 - 39 Years,3.5
2015,Male Residents Outside The Labour Force,40 - 44 Years,4.3
2015,Male Residents Outside The Labour Force,45 - 49 Years,4.6
2015,Male Residents Outside The Labour Force,50 - 54 Years,9.3
2015,Male Residents Outside The Labour Force,55 - 59 Years,17.5
2015,Male Residents Outside The Labour Force,60 - 64 Years,28.1
2015,Male Residents Outside The Labour Force,65 Years & Over,133.2
