year,level_1,level_2,level_3,value
2011,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,1.1
2012,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,99.1
2012,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,17.9
2012,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0
2012,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0
2012,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,1.2
2012,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.2
2012,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,6.2
2012,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.9
2012,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,16.1
2012,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.8
2012,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,19.9
2012,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.3
2012,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,19.3
2012,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.7
2012,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,15.2
2012,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,3.1
2012,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,11.3
2012,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,3
2012,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,6.2
2012,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.4
2012,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,2.7
2012,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.4
2012,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,1
2012,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,1
2013,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,95.3
2013,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,22.5
2013,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0
2013,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0
2013,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.7
2013,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.3
2013,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,5.7
2013,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.9
2013,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,15.1
2013,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.6
2013,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,19
2013,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,3.2
2013,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,19.7
2013,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,3.6
2013,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,14.6
2013,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,3.5
2013,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,11.2
2013,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,3.4
2013,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,5.5
2013,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.8
2013,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,2.7
2013,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.9
2013,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,1.2
2013,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,1.4
2014,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,94.3
2014,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,21.6
2014,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0
2014,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0
2014,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.2
2014,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.1
2014,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,4.9
2014,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.4
2014,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,13.2
2014,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.9
2014,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,18.4
2014,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.7
2014,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,20.7
2014,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,3.1
2014,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,13.9
2014,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,3.3
2014,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,12.7
2014,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,3
2014,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,6.3
2014,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.8
2014,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,2.3
2014,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2
2014,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,1.7
2014,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,1.3
2015,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,93.5
2015,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,24
2015,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0
2015,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0
2015,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.4
2015,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.6
2015,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,4.5
2015,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1
2015,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,13.2
2015,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.5
2015,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,17.1
2015,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,3.5
2015,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,20.4
2015,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,4
2015,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,15.5
2015,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,3.8
2015,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,10.8
2015,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,3.6
2015,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,7.7
2015,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.2
2015,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,2.8
2015,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.8
2015,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,1.2
2015,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,1.2
