year,level_1,level_2,value
2012,Total Residents Outside The Labour Force,50 - 54 Years,64.1
2012,Total Residents Outside The Labour Force,55 - 59 Years,75.1
2012,Total Residents Outside The Labour Force,60 - 64 Years,92
2012,Total Residents Outside The Labour Force,65 Years & Over,307.3
2013,Total Residents In The Labour Force,15 - 19 Years,31.3
2013,Total Residents In The Labour Force,20 - 24 Years,157.1
2013,Total Residents In The Labour Force,25 - 29 Years,209.7
2013,Total Residents In The Labour Force,30 - 34 Years,248.6
2013,Total Residents In The Labour Force,35 - 39 Years,262.3
2013,Total Residents In The Labour Force,40 - 44 Years,266.3
2013,Total Residents In The Labour Force,45 - 49 Years,266.3
2013,Total Residents In The Labour Force,50 - 54 Years,255.2
2013,Total Residents In The Labour Force,55 - 59 Years,205.3
2013,Total Residents In The Labour Force,60 - 64 Years,136.9
2013,Total Residents In The Labour Force,65 Years & Over,99.9
2013,Total Employed Residents,15 - 19 Years,28.9
2013,Total Employed Residents,20 - 24 Years,141.9
2013,Total Employed Residents,25 - 29 Years,198.3
2013,Total Employed Residents,30 - 34 Years,241
2013,Total Employed Residents,35 - 39 Years,253.8
2013,Total Employed Residents,40 - 44 Years,258.5
2013,Total Employed Residents,45 - 49 Years,258.3
2013,Total Employed Residents,50 - 54 Years,248
2013,Total Employed Residents,55 - 59 Years,199.1
2013,Total Employed Residents,60 - 64 Years,132.2
2013,Total Employed Residents,65 Years & Over,96.1
2013,Total Unemployed Residents,15 - 19 Years,2.4
2013,Total Unemployed Residents,20 - 24 Years,15.2
2013,Total Unemployed Residents,25 - 29 Years,11.4
2013,Total Unemployed Residents,30 - 34 Years,7.6
2013,Total Unemployed Residents,35 - 39 Years,8.6
2013,Total Unemployed Residents,40 - 44 Years,7.8
2013,Total Unemployed Residents,45 - 49 Years,8
2013,Total Unemployed Residents,50 - 54 Years,7.2
2013,Total Unemployed Residents,55 - 59 Years,6.1
2013,Total Unemployed Residents,60 - 64 Years,4.6
2013,Total Unemployed Residents,65 Years & Over,3.7
2013,Total Residents Outside The Labour Force,15 - 19 Years,234.7
2013,Total Residents Outside The Labour Force,20 - 24 Years,97.6
2013,Total Residents Outside The Labour Force,25 - 29 Years,27.2
2013,Total Residents Outside The Labour Force,30 - 34 Years,27.4
2013,Total Residents Outside The Labour Force,35 - 39 Years,35.7
2013,Total Residents Outside The Labour Force,40 - 44 Years,44.5
2013,Total Residents Outside The Labour Force,45 - 49 Years,49
2013,Total Residents Outside The Labour Force,50 - 54 Years,63.8
2013,Total Residents Outside The Labour Force,55 - 59 Years,75.1
2013,Total Residents Outside The Labour Force,60 - 64 Years,92.5
2013,Total Residents Outside The Labour Force,65 Years & Over,319.7
2014,Total Residents In The Labour Force,15 - 19 Years,31
2014,Total Residents In The Labour Force,20 - 24 Years,161.2
2014,Total Residents In The Labour Force,25 - 29 Years,217.6
2014,Total Residents In The Labour Force,30 - 34 Years,250.1
2014,Total Residents In The Labour Force,35 - 39 Years,256.2
2014,Total Residents In The Labour Force,40 - 44 Years,265.9
2014,Total Residents In The Labour Force,45 - 49 Years,253
2014,Total Residents In The Labour Force,50 - 54 Years,260.5
2014,Total Residents In The Labour Force,55 - 59 Years,220.3
2014,Total Residents In The Labour Force,60 - 64 Years,150.7
2014,Total Residents In The Labour Force,65 Years & Over,118.7
2014,Total Employed Residents,15 - 19 Years,28.5
2014,Total Employed Residents,20 - 24 Years,146.8
2014,Total Employed Residents,25 - 29 Years,204.9
2014,Total Employed Residents,30 - 34 Years,242.1
2014,Total Employed Residents,35 - 39 Years,248.6
2014,Total Employed Residents,40 - 44 Years,257.2
2014,Total Employed Residents,45 - 49 Years,245.9
2014,Total Employed Residents,50 - 54 Years,254.6
2014,Total Employed Residents,55 - 59 Years,213.9
2014,Total Employed Residents,60 - 64 Years,146.1
2014,Total Employed Residents,65 Years & Over,114.7
2014,Total Unemployed Residents,15 - 19 Years,2.4
2014,Total Unemployed Residents,20 - 24 Years,14.5
2014,Total Unemployed Residents,25 - 29 Years,12.7
2014,Total Unemployed Residents,30 - 34 Years,8
2014,Total Unemployed Residents,35 - 39 Years,7.5
2014,Total Unemployed Residents,40 - 44 Years,8.7
2014,Total Unemployed Residents,45 - 49 Years,7.1
2014,Total Unemployed Residents,50 - 54 Years,5.9
2014,Total Unemployed Residents,55 - 59 Years,6.4
2014,Total Unemployed Residents,60 - 64 Years,4.6
2014,Total Unemployed Residents,65 Years & Over,4
2014,Total Residents Outside The Labour Force,15 - 19 Years,219.9
2014,Total Residents Outside The Labour Force,20 - 24 Years,99.7
2014,Total Residents Outside The Labour Force,25 - 29 Years,27
2014,Total Residents Outside The Labour Force,30 - 34 Years,28
2014,Total Residents Outside The Labour Force,35 - 39 Years,32.4
2014,Total Residents Outside The Labour Force,40 - 44 Years,39.4
2014,Total Residents Outside The Labour Force,45 - 49 Years,45.8
2014,Total Residents Outside The Labour Force,50 - 54 Years,57.9
2014,Total Residents Outside The Labour Force,55 - 59 Years,76.2
2014,Total Residents Outside The Labour Force,60 - 64 Years,95.5
2014,Total Residents Outside The Labour Force,65 Years & Over,352.9
2015,Total Residents In The Labour Force,15 - 19 Years,40.2
2015,Total Residents In The Labour Force,20 - 24 Years,166.2
2015,Total Residents In The Labour Force,25 - 29 Years,219.4
2015,Total Residents In The Labour Force,30 - 34 Years,243.7
2015,Total Residents In The Labour Force,35 - 39 Years,266.8
2015,Total Residents In The Labour Force,40 - 44 Years,276
2015,Total Residents In The Labour Force,45 - 49 Years,258.6
2015,Total Residents In The Labour Force,50 - 54 Years,262.6
2015,Total Residents In The Labour Force,55 - 59 Years,223.7
2015,Total Residents In The Labour Force,60 - 64 Years,154.7
2015,Total Residents In The Labour Force,65 Years & Over,120.3
2015,Total Employed Residents,15 - 19 Years,36.9
2015,Total Employed Residents,20 - 24 Years,150.2
2015,Total Employed Residents,25 - 29 Years,208
2015,Total Employed Residents,30 - 34 Years,236.3
2015,Total Employed Residents,35 - 39 Years,261
2015,Total Employed Residents,40 - 44 Years,268.3
2015,Total Employed Residents,45 - 49 Years,251
2015,Total Employed Residents,50 - 54 Years,255.4
2015,Total Employed Residents,55 - 59 Years,216.4
2015,Total Employed Residents,60 - 64 Years,149.2
2015,Total Employed Residents,65 Years & Over,115.3
2015,Total Unemployed Residents,15 - 19 Years,3.3
2015,Total Unemployed Residents,20 - 24 Years,16
2015,Total Unemployed Residents,25 - 29 Years,11.4
2015,Total Unemployed Residents,30 - 34 Years,7.4
2015,Total Unemployed Residents,35 - 39 Years,5.8
2015,Total Unemployed Residents,40 - 44 Years,7.7
2015,Total Unemployed Residents,45 - 49 Years,7.6
2015,Total Unemployed Residents,50 - 54 Years,7.3
2015,Total Unemployed Residents,55 - 59 Years,7.4
2015,Total Unemployed Residents,60 - 64 Years,5.6
2015,Total Unemployed Residents,65 Years & Over,5
2015,Total Residents Outside The Labour Force,15 - 19 Years,213.9
2015,Total Residents Outside The Labour Force,20 - 24 Years,88.3
2015,Total Residents Outside The Labour Force,25 - 29 Years,23.7
2015,Total Residents Outside The Labour Force,30 - 34 Years,26.4
2015,Total Residents Outside The Labour Force,35 - 39 Years,32.6
2015,Total Residents Outside The Labour Force,40 - 44 Years,39
2015,Total Residents Outside The Labour Force,45 - 49 Years,42.5
2015,Total Residents Outside The Labour Force,50 - 54 Years,56.3
2015,Total Residents Outside The Labour Force,55 - 59 Years,72.4
2015,Total Residents Outside The Labour Force,60 - 64 Years,93.3
2015,Total Residents Outside The Labour Force,65 Years & Over,346.2
