year,level_1,level_2,level_3,level_4,value
2001,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",1
2001,Employed Female Residents Aged 65 Years & Over,Services,Business Services,Real Estate Services,na
2001,Employed Female Residents Aged 65 Years & Over,Services,Business Services,Professional Services,na
2001,Employed Female Residents Aged 65 Years & Over,Services,Business Services,Administrative & Support Services,na
2001,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Public Administration & Education,0.3
2001,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Health & Social Services,0.4
2001,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2001,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",0.6
2002,All Industries (Employed Female Residents),Services,Business Services,Real Estate Services,na
2002,All Industries (Employed Female Residents),Services,Business Services,Professional Services,na
2002,All Industries (Employed Female Residents),Services,Business Services,Administrative & Support Services,na
2002,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services",Public Administration & Education,79.3
2002,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services",Health & Social Services,40.3
2002,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2002,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",35
2002,Employed Female Residents Aged 15 - 19 Years,Services,Business Services,Real Estate Services,na
2002,Employed Female Residents Aged 15 - 19 Years,Services,Business Services,Professional Services,na
2002,Employed Female Residents Aged 15 - 19 Years,Services,Business Services,Administrative & Support Services,na
2002,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Public Administration & Education,1.1
2002,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Health & Social Services,0.3
2002,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2002,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",0.5
2002,Employed Female Residents Aged 20 - 24 Years,Services,Business Services,Real Estate Services,na
2002,Employed Female Residents Aged 20 - 24 Years,Services,Business Services,Professional Services,na
2002,Employed Female Residents Aged 20 - 24 Years,Services,Business Services,Administrative & Support Services,na
2002,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Public Administration & Education,8.8
2002,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.8
2002,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2002,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",2.7
2002,Employed Female Residents Aged 25 - 29 Years,Services,Business Services,Real Estate Services,na
2002,Employed Female Residents Aged 25 - 29 Years,Services,Business Services,Professional Services,na
2002,Employed Female Residents Aged 25 - 29 Years,Services,Business Services,Administrative & Support Services,na
2002,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Public Administration & Education,13.5
2002,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Health & Social Services,5.2
2002,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2002,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",4.2
2002,Employed Female Residents Aged 30 - 34 Years,Services,Business Services,Real Estate Services,na
2002,Employed Female Residents Aged 30 - 34 Years,Services,Business Services,Professional Services,na
2002,Employed Female Residents Aged 30 - 34 Years,Services,Business Services,Administrative & Support Services,na
2002,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Public Administration & Education,12.5
2002,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Health & Social Services,5.3
2002,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2002,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",4.7
2002,Employed Female Residents Aged 35 - 39 Years,Services,Business Services,Real Estate Services,na
2002,Employed Female Residents Aged 35 - 39 Years,Services,Business Services,Professional Services,na
2002,Employed Female Residents Aged 35 - 39 Years,Services,Business Services,Administrative & Support Services,na
2002,Employed Female Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Public Administration & Education,11
2002,Employed Female Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Health & Social Services,6.5
2002,Employed Female Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2002,Employed Female Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",5
2002,Employed Female Residents Aged 40 - 44 Years,Services,Business Services,Real Estate Services,na
2002,Employed Female Residents Aged 40 - 44 Years,Services,Business Services,Professional Services,na
2002,Employed Female Residents Aged 40 - 44 Years,Services,Business Services,Administrative & Support Services,na
2002,Employed Female Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Public Administration & Education,10.7
2002,Employed Female Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Health & Social Services,5.2
2002,Employed Female Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2002,Employed Female Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",6.1
2002,Employed Female Residents Aged 45 - 49 Years,Services,Business Services,Real Estate Services,na
2002,Employed Female Residents Aged 45 - 49 Years,Services,Business Services,Professional Services,na
2002,Employed Female Residents Aged 45 - 49 Years,Services,Business Services,Administrative & Support Services,na
2002,Employed Female Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Public Administration & Education,9
2002,Employed Female Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Health & Social Services,6
2002,Employed Female Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2002,Employed Female Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",4.3
2002,Employed Female Residents Aged 50 - 54 Years,Services,Business Services,Real Estate Services,na
2002,Employed Female Residents Aged 50 - 54 Years,Services,Business Services,Professional Services,na
2002,Employed Female Residents Aged 50 - 54 Years,Services,Business Services,Administrative & Support Services,na
2002,Employed Female Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Public Administration & Education,7.2
2002,Employed Female Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Health & Social Services,4.6
2002,Employed Female Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2002,Employed Female Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.8
2002,Employed Female Residents Aged 55 - 59 Years,Services,Business Services,Real Estate Services,na
2002,Employed Female Residents Aged 55 - 59 Years,Services,Business Services,Professional Services,na
2002,Employed Female Residents Aged 55 - 59 Years,Services,Business Services,Administrative & Support Services,na
2002,Employed Female Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Public Administration & Education,4.6
2002,Employed Female Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.5
2002,Employed Female Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2002,Employed Female Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",2.3
2002,Employed Female Residents Aged 60 - 64 Years,Services,Business Services,Real Estate Services,na
2002,Employed Female Residents Aged 60 - 64 Years,Services,Business Services,Professional Services,na
2002,Employed Female Residents Aged 60 - 64 Years,Services,Business Services,Administrative & Support Services,na
2002,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Public Administration & Education,0.9
2002,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.4
2002,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2002,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",0.8
2002,Employed Female Residents Aged 65 Years & Over,Services,Business Services,Real Estate Services,na
2002,Employed Female Residents Aged 65 Years & Over,Services,Business Services,Professional Services,na
2002,Employed Female Residents Aged 65 Years & Over,Services,Business Services,Administrative & Support Services,na
2002,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Public Administration & Education,0.2
2002,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Health & Social Services,0.4
2002,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2002,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",0.6
2003,All Industries (Employed Female Residents),Services,Business Services,Real Estate Services,na
2003,All Industries (Employed Female Residents),Services,Business Services,Professional Services,na
2003,All Industries (Employed Female Residents),Services,Business Services,Administrative & Support Services,na
2003,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services",Public Administration & Education,86.3
2003,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services",Health & Social Services,42.1
2003,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",36.1
2003,Employed Female Residents Aged 15 - 19 Years,Services,Business Services,Real Estate Services,na
2003,Employed Female Residents Aged 15 - 19 Years,Services,Business Services,Professional Services,na
2003,Employed Female Residents Aged 15 - 19 Years,Services,Business Services,Administrative & Support Services,na
2003,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Public Administration & Education,1.2
2003,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Health & Social Services,0.2
2003,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",0.6
2003,Employed Female Residents Aged 20 - 24 Years,Services,Business Services,Real Estate Services,na
2003,Employed Female Residents Aged 20 - 24 Years,Services,Business Services,Professional Services,na
2003,Employed Female Residents Aged 20 - 24 Years,Services,Business Services,Administrative & Support Services,na
2003,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Public Administration & Education,8.9
2003,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Health & Social Services,3.9
2003,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",2
2003,Employed Female Residents Aged 25 - 29 Years,Services,Business Services,Real Estate Services,na
2003,Employed Female Residents Aged 25 - 29 Years,Services,Business Services,Professional Services,na
2003,Employed Female Residents Aged 25 - 29 Years,Services,Business Services,Administrative & Support Services,na
2003,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Public Administration & Education,15.9
2003,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Health & Social Services,5.5
2003,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",4.8
2003,Employed Female Residents Aged 30 - 34 Years,Services,Business Services,Real Estate Services,na
2003,Employed Female Residents Aged 30 - 34 Years,Services,Business Services,Professional Services,na
2003,Employed Female Residents Aged 30 - 34 Years,Services,Business Services,Administrative & Support Services,na
2003,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Public Administration & Education,13.7
2003,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Health & Social Services,5.5
2003,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",5.4
2003,Employed Female Residents Aged 35 - 39 Years,Services,Business Services,Real Estate Services,na
2003,Employed Female Residents Aged 35 - 39 Years,Services,Business Services,Professional Services,na
2003,Employed Female Residents Aged 35 - 39 Years,Services,Business Services,Administrative & Support Services,na
2003,Employed Female Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Public Administration & Education,10.8
2003,Employed Female Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Health & Social Services,6.2
2003,Employed Female Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Employed Female Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",5.1
2003,Employed Female Residents Aged 40 - 44 Years,Services,Business Services,Real Estate Services,na
2003,Employed Female Residents Aged 40 - 44 Years,Services,Business Services,Professional Services,na
2003,Employed Female Residents Aged 40 - 44 Years,Services,Business Services,Administrative & Support Services,na
2003,Employed Female Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Public Administration & Education,11.5
2003,Employed Female Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Health & Social Services,5.8
2003,Employed Female Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Employed Female Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",5.2
2003,Employed Female Residents Aged 45 - 49 Years,Services,Business Services,Real Estate Services,na
2003,Employed Female Residents Aged 45 - 49 Years,Services,Business Services,Professional Services,na
2003,Employed Female Residents Aged 45 - 49 Years,Services,Business Services,Administrative & Support Services,na
2003,Employed Female Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Public Administration & Education,10.4
2003,Employed Female Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Health & Social Services,6
2003,Employed Female Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Employed Female Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",5.3
2003,Employed Female Residents Aged 50 - 54 Years,Services,Business Services,Real Estate Services,na
2003,Employed Female Residents Aged 50 - 54 Years,Services,Business Services,Professional Services,na
2003,Employed Female Residents Aged 50 - 54 Years,Services,Business Services,Administrative & Support Services,na
2003,Employed Female Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Public Administration & Education,7
2003,Employed Female Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Health & Social Services,4.6
2003,Employed Female Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Employed Female Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",4.5
2003,Employed Female Residents Aged 55 - 59 Years,Services,Business Services,Real Estate Services,na
2003,Employed Female Residents Aged 55 - 59 Years,Services,Business Services,Professional Services,na
2003,Employed Female Residents Aged 55 - 59 Years,Services,Business Services,Administrative & Support Services,na
2003,Employed Female Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Public Administration & Education,5
2003,Employed Female Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.8
2003,Employed Female Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Employed Female Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",1.8
2003,Employed Female Residents Aged 60 - 64 Years,Services,Business Services,Real Estate Services,na
2003,Employed Female Residents Aged 60 - 64 Years,Services,Business Services,Professional Services,na
2003,Employed Female Residents Aged 60 - 64 Years,Services,Business Services,Administrative & Support Services,na
2003,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Public Administration & Education,1.3
2003,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.3
2003,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",0.8
2003,Employed Female Residents Aged 65 Years & Over,Services,Business Services,Real Estate Services,na
2003,Employed Female Residents Aged 65 Years & Over,Services,Business Services,Professional Services,na
2003,Employed Female Residents Aged 65 Years & Over,Services,Business Services,Administrative & Support Services,na
2003,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Public Administration & Education,0.5
2003,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Health & Social Services,0.5
2003,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2003,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",0.7
2004,All Industries (Employed Female Residents),Services,Business Services,Real Estate Services,na
2004,All Industries (Employed Female Residents),Services,Business Services,Professional Services,na
2004,All Industries (Employed Female Residents),Services,Business Services,Administrative & Support Services,na
2004,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services",Public Administration & Education,82.8
2004,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services",Health & Social Services,47.8
2004,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",38
2004,Employed Female Residents Aged 15 - 19 Years,Services,Business Services,Real Estate Services,na
2004,Employed Female Residents Aged 15 - 19 Years,Services,Business Services,Professional Services,na
2004,Employed Female Residents Aged 15 - 19 Years,Services,Business Services,Administrative & Support Services,na
2004,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Public Administration & Education,0.8
2004,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Health & Social Services,0.5
2004,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",0.6
2004,Employed Female Residents Aged 20 - 24 Years,Services,Business Services,Real Estate Services,na
2004,Employed Female Residents Aged 20 - 24 Years,Services,Business Services,Professional Services,na
2004,Employed Female Residents Aged 20 - 24 Years,Services,Business Services,Administrative & Support Services,na
2004,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Public Administration & Education,8.3
2004,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Health & Social Services,5.8
2004,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",2.7
2004,Employed Female Residents Aged 25 - 29 Years,Services,Business Services,Real Estate Services,na
2004,Employed Female Residents Aged 25 - 29 Years,Services,Business Services,Professional Services,na
2004,Employed Female Residents Aged 25 - 29 Years,Services,Business Services,Administrative & Support Services,na
2004,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Public Administration & Education,15.2
2004,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Health & Social Services,6.8
2004,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",4.6
2004,Employed Female Residents Aged 30 - 34 Years,Services,Business Services,Real Estate Services,na
2004,Employed Female Residents Aged 30 - 34 Years,Services,Business Services,Professional Services,na
2004,Employed Female Residents Aged 30 - 34 Years,Services,Business Services,Administrative & Support Services,na
2004,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Public Administration & Education,12.7
2004,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Health & Social Services,5.8
2004,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",5.7
2004,Employed Female Residents Aged 35 - 39 Years,Services,Business Services,Real Estate Services,na
2004,Employed Female Residents Aged 35 - 39 Years,Services,Business Services,Professional Services,na
2004,Employed Female Residents Aged 35 - 39 Years,Services,Business Services,Administrative & Support Services,na
2004,Employed Female Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Public Administration & Education,10.4
2004,Employed Female Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Health & Social Services,6.9
2004,Employed Female Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Employed Female Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",5.4
2004,Employed Female Residents Aged 40 - 44 Years,Services,Business Services,Real Estate Services,na
2004,Employed Female Residents Aged 40 - 44 Years,Services,Business Services,Professional Services,na
2004,Employed Female Residents Aged 40 - 44 Years,Services,Business Services,Administrative & Support Services,na
2004,Employed Female Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Public Administration & Education,11.2
2004,Employed Female Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Health & Social Services,6.9
2004,Employed Female Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Employed Female Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",6.1
2004,Employed Female Residents Aged 45 - 49 Years,Services,Business Services,Real Estate Services,na
2004,Employed Female Residents Aged 45 - 49 Years,Services,Business Services,Professional Services,na
2004,Employed Female Residents Aged 45 - 49 Years,Services,Business Services,Administrative & Support Services,na
2004,Employed Female Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Public Administration & Education,10.2
2004,Employed Female Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Health & Social Services,5.9
2004,Employed Female Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Employed Female Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",4.8
2004,Employed Female Residents Aged 50 - 54 Years,Services,Business Services,Real Estate Services,na
2004,Employed Female Residents Aged 50 - 54 Years,Services,Business Services,Professional Services,na
2004,Employed Female Residents Aged 50 - 54 Years,Services,Business Services,Administrative & Support Services,na
2004,Employed Female Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Public Administration & Education,7.2
2004,Employed Female Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Health & Social Services,4.6
2004,Employed Female Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Employed Female Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.7
2004,Employed Female Residents Aged 55 - 59 Years,Services,Business Services,Real Estate Services,na
2004,Employed Female Residents Aged 55 - 59 Years,Services,Business Services,Professional Services,na
2004,Employed Female Residents Aged 55 - 59 Years,Services,Business Services,Administrative & Support Services,na
2004,Employed Female Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Public Administration & Education,5.3
2004,Employed Female Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Health & Social Services,3.1
2004,Employed Female Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Employed Female Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",2.9
2004,Employed Female Residents Aged 60 - 64 Years,Services,Business Services,Real Estate Services,na
2004,Employed Female Residents Aged 60 - 64 Years,Services,Business Services,Professional Services,na
2004,Employed Female Residents Aged 60 - 64 Years,Services,Business Services,Administrative & Support Services,na
2004,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Public Administration & Education,1.2
2004,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.1
2004,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",1
2004,Employed Female Residents Aged 65 Years & Over,Services,Business Services,Real Estate Services,na
2004,Employed Female Residents Aged 65 Years & Over,Services,Business Services,Professional Services,na
2004,Employed Female Residents Aged 65 Years & Over,Services,Business Services,Administrative & Support Services,na
2004,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Public Administration & Education,0.4
2004,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Health & Social Services,0.5
2004,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2004,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",0.6
2005,All Industries (Employed Female Residents),Services,Business Services,Real Estate Services,18.6
2005,All Industries (Employed Female Residents),Services,Business Services,Professional Services,45.5
2005,All Industries (Employed Female Residents),Services,Business Services,Administrative & Support Services,28.1
2005,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services",Public Administration & Education,82.7
2005,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services",Health & Social Services,46.4
2005,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2005,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2005,Employed Female Residents Aged 15 - 19 Years,Services,Business Services,Real Estate Services,0.1
2005,Employed Female Residents Aged 15 - 19 Years,Services,Business Services,Professional Services,0.2
2005,Employed Female Residents Aged 15 - 19 Years,Services,Business Services,Administrative & Support Services,0.4
2005,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Public Administration & Education,0.5
2005,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Health & Social Services,0.4
2005,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2005,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2005,Employed Female Residents Aged 20 - 24 Years,Services,Business Services,Real Estate Services,1
2005,Employed Female Residents Aged 20 - 24 Years,Services,Business Services,Professional Services,5.3
2005,Employed Female Residents Aged 20 - 24 Years,Services,Business Services,Administrative & Support Services,2.2
2005,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Public Administration & Education,7.4
2005,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Health & Social Services,4.2
2005,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2005,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2005,Employed Female Residents Aged 25 - 29 Years,Services,Business Services,Real Estate Services,2.7
2005,Employed Female Residents Aged 25 - 29 Years,Services,Business Services,Professional Services,9.1
2005,Employed Female Residents Aged 25 - 29 Years,Services,Business Services,Administrative & Support Services,3
2005,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Public Administration & Education,14.7
2005,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Health & Social Services,6.3
2005,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
